timestamp,power,toaster,tv,microwave,exhaust,heater
1649691715,214.29,0,70.00,0,0,0
1649691721,214.97,0,70.00,0,0,0
1649691726,214.35,0,70.00,0,0,0
1649691732,214.82,0,70.00,0,0,0
1649691737,213.55,0,70.00,0,0,0
1649691743,213.49,0,70.00,0,0,0
1649691748,214.42,0,70.00,0,0,0
1649691754,213.97,0,70.00,0,0,0
1649691759,214.17,0,70.00,0,0,0
1649691765,212.91,0,70.00,0,0,0
1649691770,213.35,0,70.00,0,0,0
1649691776,214.90,0,70.00,0,0,0
1649691781,213.50,0,70.00,0,0,0
1649691787,213.41,0,70.00,0,0,0
1649691792,213.44,0,70.00,0,0,0
1649691798,213.27,0,70.00,0,0,0
1649691803,214.91,0,70.00,0,0,0
1649691809,217.81,0,70.00,0,0,0
1649691814,221.24,0,70.00,0,0,0
1649691819,219.50,0,70.00,0,0,0
1649691825,213.48,0,70.00,0,0,0
1649691831,213.02,0,70.00,0,0,0
1649691836,213.91,0,70.00,0,0,0
1649691841,214.08,0,70.00,0,0,0
1649691847,213.78,0,70.00,0,0,0
1649691852,212.25,0,70.00,0,0,0
1649691858,213.52,0,70.00,0,0,0
1649691863,213.25,0,70.00,0,0,0
1649691869,214.08,0,70.00,0,0,0
1649691874,219.82,0,70.00,0,0,0
1649691880,214.23,0,70.00,0,0,0
1649691885,214.75,0,70.00,0,0,0
1649691891,214.09,0,70.00,0,0,0
1649691896,214.48,0,70.00,0,0,0
1649691902,213.69,0,70.00,0,0,0
1649691907,213.32,0,70.00,0,0,0
1649691913,212.59,0,70.00,0,0,0
1649691918,213.27,0,70.00,0,0,0
1649691924,212.90,0,70.00,0,0,0
1649691935,266.92,0,70.00,0,0,0
1649691940,270.39,0,70.00,0,0,0
1649691946,265.94,0,70.00,0,0,0
1649691951,292.42,0,70.00,0,0,0
1649691957,286.84,0,70.00,0,0,0
1649691963,280.17,0,70.00,0,0,0
1649691968,296.39,0,70.00,0,0,0
1649691974,268.98,0,70.00,0,0,0
1649691979,268.04,0,70.00,0,0,0
1649691985,274.26,0,70.00,0,0,0
1649691990,273.59,0,70.00,0,0,0
1649691995,264.69,0,70.00,0,0,0
1649692001,264.65,0,70.00,0,0,0
1649692007,266.20,0,70.00,0,0,0
1649692012,263.72,0,70.00,0,0,0
1649692018,262.39,0,70.00,0,0,0
1649692023,259.17,0,70.00,0,0,0
1649692029,260.77,0,70.00,0,0,0
1649692034,259.96,0,70.00,0,0,0
1649692040,258.80,0,70.00,0,0,0
1649692045,259.09,0,70.00,0,0,0
1649692051,270.53,0,70.00,0,0,0
1649692056,268.98,0,70.00,0,0,0
1649692062,265.38,0,70.00,0,0,0
1649692068,264.32,0,70.00,0,0,0
1649692073,269.47,0,70.00,0,0,0
1649692079,261.96,0,70.00,0,0,0
1649692084,280.22,0,70.00,0,0,0
1649692090,265.74,0,70.00,0,0,0
1649692095,261.42,0,70.00,0,0,0
1649692101,262.72,0,70.00,0,0,0
1649692106,265.13,0,70.00,0,0,0
1649692112,267.69,0,70.00,0,0,0
1649692117,260.07,0,70.00,0,0,0
1649692123,263.85,0,70.00,0,0,0
1649692128,263.18,0,70.00,0,0,0
1649692134,260.20,0,70.00,0,0,0
1649692140,265.48,0,70.00,0,0,0
1649692145,263.35,0,70.00,0,0,0
1649692150,259.79,0,70.00,0,0,0
1649692156,258.46,0,70.00,0,0,0
1649692162,257.02,0,70.00,0,0,0
1649692167,257.42,0,70.00,0,0,0
1649692172,256.58,0,70.00,0,0,0
1649692178,257.39,0,70.00,0,0,0
1649692183,257.65,0,70.00,0,0,0
1649692189,257.36,0,70.00,0,0,0
1649692195,257.13,0,70.00,0,0,0
1649692200,257.57,0,70.00,0,0,0
1649692206,263.49,0,70.00,0,0,0
1649692211,264.47,0,70.00,0,0,0
1649692217,277.86,0,70.00,0,0,0
1649692223,273.47,0,70.00,0,0,0
1649692228,270.90,0,70.00,0,0,0
1649692234,258.49,0,70.00,0,0,0
1649692239,265.76,0,70.00,0,0,0
1649692244,265.13,0,70.00,0,0,0
1649692250,263.92,0,70.00,0,0,0
1649692256,259.63,0,70.00,0,0,0
1649692261,264.59,0,70.00,0,0,0
1649692267,262.93,0,70.00,0,0,0
1649692272,260.80,0,70.00,0,0,0
1649692277,261.11,0,70.00,0,0,0
1649692283,263.60,0,70.00,0,0,0
1649692288,266.63,0,70.00,0,0,0
1649692294,267.47,0,70.00,0,0,0
1649692299,267.09,0,70.00,0,0,0
1649692305,267.47,0,70.00,0,0,0
1649692310,264.45,0,70.00,0,0,0
1649692316,264.43,0,70.00,0,0,0
1649692322,264.76,0,70.00,0,0,0
1649692327,260.47,0,70.00,0,0,0
1649692332,258.41,0,70.00,0,0,0
1649692338,238.34,0,70.00,0,0,0
1649692343,213.64,0,70.00,0,0,0
1649692349,214.18,0,70.00,0,0,0
1649692354,218.09,0,70.00,0,0,0
1649692360,220.06,0,70.00,0,0,0
1649692365,217.69,0,70.00,0,0,0
1649692371,217.91,0,70.00,0,0,0
1649692376,214.80,0,70.00,0,0,0
1649692382,216.17,0,70.00,0,0,0
1649692387,214.47,0,70.00,0,0,0
1649692393,214.08,0,70.00,0,0,0
1649692398,213.98,0,70.00,0,0,0
1649692404,214.28,0,70.00,0,0,0
1649692409,213.71,0,70.00,0,0,0
1649692414,213.28,0,70.00,0,0,0
1649692420,213.57,0,70.00,0,0,0
1649692425,213.13,0,70.00,0,0,0
1649692431,212.94,0,70.00,0,0,0
1649692436,213.46,0,70.00,0,0,0
1649692442,213.08,0,70.00,0,0,0
1649692447,213.72,0,70.00,0,0,0
1649692453,213.34,0,70.00,0,0,0
1649692458,212.72,0,70.00,0,0,0
1649692464,212.70,0,70.00,0,0,0
1649692469,215.38,0,70.00,0,0,0
1649692475,214.21,0,70.00,0,0,0
1649692480,218.07,0,70.00,0,0,0
1649692486,230.54,0,70.00,0,0,0
1649692491,219.19,0,70.00,0,0,0
1649692497,213.70,0,70.00,0,0,0
1649692502,214.75,0,70.00,0,0,0
1649692508,218.56,0,70.00,0,0,0
1649692513,244.40,0,70.00,0,0,0
1649692519,225.70,0,70.00,0,0,0
1649692524,221.01,0,70.00,0,0,0
1649692530,218.61,0,70.00,0,0,0
1649692535,217.04,0,70.00,0,0,0
1649692541,216.64,0,70.00,0,0,0
1649692546,216.41,0,70.00,0,0,0
1649692552,219.24,0,70.00,0,0,0
1649692557,233.11,0,70.00,0,0,0
1649692563,240.91,0,70.00,0,0,0
1649692568,235.96,0,70.00,0,0,0
1649692574,248.42,0,70.00,0,0,0
1649692580,232.01,0,70.00,0,0,0
1649692585,225.49,0,70.00,0,0,0
1649692591,222.43,0,70.00,0,0,0
1649692596,229.05,0,70.00,0,0,0
1649692602,225.83,0,70.00,0,0,0
1649692608,233.90,0,70.00,0,0,0
1649692613,241.78,0,70.00,0,0,0
1649692619,240.14,0,70.00,0,0,0
1649692624,237.76,0,70.00,0,0,0
1649692630,235.89,0,70.00,0,0,0
1649692635,231.37,0,70.00,0,0,0
1649692641,224.14,0,70.00,0,0,0
1649692647,225.99,0,70.00,0,0,0
1649692652,229.74,0,70.00,0,0,0
1649692658,229.93,0,70.00,0,0,0
1649692663,229.30,0,70.00,0,0,0
1649692669,232.56,0,70.00,0,0,0
1649692674,236.06,0,70.00,0,0,0
1649692680,230.10,0,70.00,0,0,0
1649692686,231.40,0,70.00,0,0,0
1649692691,237.15,0,70.00,0,0,0
1649692697,222.77,0,70.00,0,0,0
1649692702,222.58,0,70.00,0,0,0
1649692708,224.11,0,70.00,0,0,0
1649692713,225.08,0,70.00,0,0,0
1649692719,223.25,0,70.00,0,0,0
1649692724,224.02,0,70.00,0,0,0
1649692730,226.07,0,70.00,0,0,0
1649692735,222.53,0,70.00,0,0,0
1649692741,222.71,0,70.00,0,0,0
1649692746,224.96,0,70.00,0,0,0
1649692752,229.19,0,70.00,0,0,0
1649692757,236.20,0,70.00,0,0,0
1649692763,225.17,0,70.00,0,0,0
1649692768,223.57,0,70.00,0,0,0
1649692774,223.39,0,70.00,0,0,0
1649692779,222.75,0,70.00,0,0,0
1649692785,225.70,0,70.00,0,0,0
1649692790,242.56,0,70.00,0,0,0
1649692796,239.97,0,70.00,0,0,0
1649692801,238.55,0,70.00,0,0,0
1649692807,226.49,0,70.00,0,0,0
1649692812,220.93,0,70.00,0,0,0
1649692818,225.42,0,70.00,0,0,0
1649692823,220.81,0,70.00,0,0,0
1649692829,224.67,0,70.00,0,0,0
1649692834,241.99,0,70.00,0,0,0
1649692840,240.51,0,70.00,0,0,0
1649692846,244.99,0,70.00,0,0,0
1649692851,243.46,0,70.00,0,0,0
1649692857,224.37,0,70.00,0,0,0
1649692863,225.31,0,70.00,0,0,0
1649692868,222.79,0,70.00,0,0,0
1649692874,221.90,0,70.00,0,0,0
1649692879,222.07,0,70.00,0,0,0
1649692885,222.59,0,70.00,0,0,0
1649692890,222.25,0,70.00,0,0,0
1649692897,222.05,0,70.00,0,0,0
1649692902,223.12,0,70.00,0,0,0
1649692908,222.49,0,70.00,0,0,0
1649692913,220.52,0,70.00,0,0,0
1649692919,228.47,0,70.00,0,0,0
1649692924,228.04,0,70.00,0,0,0
1649692930,218.06,0,70.00,0,0,0
1649692936,223.80,0,70.00,0,0,0
1649692941,244.13,0,70.00,0,0,0
1649692947,238.57,0,70.00,0,0,0
1649692952,239.06,0,70.00,0,0,0
1649692958,236.96,0,70.00,0,0,0
1649692964,234.81,0,70.00,0,0,0
1649692969,237.89,0,70.00,0,0,0
1649692975,237.99,0,70.00,0,0,0
1649692980,234.69,0,70.00,0,0,0
1649692986,232.00,0,70.00,0,0,0
1649692991,233.71,0,70.00,0,0,0
1649692997,224.12,0,70.00,0,0,0
1649693002,221.48,0,70.00,0,0,0
1649693008,223.46,0,70.00,0,0,0
1649693013,226.39,0,70.00,0,0,0
1649693019,223.35,0,70.00,0,0,0
1649693024,221.68,0,70.00,0,0,0
1649693030,235.92,0,70.00,0,0,0
1649693036,226.56,0,70.00,0,0,0
1649693041,223.19,0,70.00,0,0,0
1649693047,225.25,0,70.00,0,0,0
1649693052,222.05,0,70.00,0,0,0
1649693058,222.11,0,70.00,0,0,0
1649693063,222.57,0,70.00,0,0,0
1649693069,222.49,0,70.00,0,0,0
1649693074,227.16,0,70.00,0,0,0
1649693080,235.91,0,70.00,0,0,0
1649693085,227.10,0,70.00,0,0,0
1649693091,239.69,0,70.00,0,0,0
1649693102,225.47,0,70.00,0,0,0
1649693108,226.21,0,70.00,0,0,0
1649693113,226.33,0,70.00,0,0,0
1649693119,231.96,0,70.00,0,0,0
1649693124,242.13,0,70.00,0,0,0
1649693130,238.42,0,70.00,0,0,0
1649693135,237.43,0,70.00,0,0,0
1649693141,228.61,0,70.00,0,0,0
1649693146,227.24,0,70.00,0,0,0
1649693152,226.18,0,70.00,0,0,0
1649693157,226.48,0,70.00,0,0,0
1649693163,226.23,0,70.00,0,0,0
1649693169,224.73,0,70.00,0,0,0
1649693174,223.75,0,70.00,0,0,0
1649693180,223.51,0,70.00,0,0,0
1649693185,223.74,0,70.00,0,0,0
1649693191,236.41,0,70.00,0,0,0
1649693197,227.72,0,70.00,0,0,0
1649693202,232.81,0,70.00,0,0,0
1649693208,238.80,0,70.00,0,0,0
1649693213,238.44,0,70.00,0,0,0
1649693219,223.62,0,70.00,0,0,0
1649693224,219.61,0,70.00,0,0,0
1649693230,219.66,0,70.00,0,0,0
1649693235,219.78,0,70.00,0,0,0
1649693246,1206.19,1000.00,70.00,0,0,0
1649693252,1205.12,1000.00,70.00,0,0,0
1649693257,1202.94,1000.00,70.00,0,0,0
1649693263,1210.88,1000.00,70.00,0,0,0
1649693268,1199.33,1000.00,70.00,0,0,0
1649693274,1200.73,1000.00,70.00,0,0,0
1649693279,1197.69,1000.00,70.00,0,0,0
1649693285,1223.60,1000.00,70.00,0,0,0
1649693290,1211.77,1000.00,70.00,0,0,0
1649693297,1215.57,1000.00,70.00,0,0,0
1649693303,1211.33,1000.00,70.00,0,0,0
1649693308,1212.59,1000.00,70.00,0,0,0
1649693320,1231.15,1000.00,70.00,0,0,0
1649693325,1220.07,1000.00,70.00,0,0,0
1649693332,1204.03,1000.00,70.00,0,0,0
1649693338,1205.22,1000.00,70.00,0,0,0
1649693343,1214.51,1000.00,70.00,0,0,0
1649693349,1200.20,1000.00,70.00,0,0,0
1649693354,1198.62,1000.00,70.00,0,0,0
1649693360,1197.81,1000.00,70.00,0,0,0
1649693366,1207.76,1000.00,70.00,0,0,0
1649693371,1205.77,1000.00,70.00,0,0,0
1649693377,1197.99,1000.00,70.00,0,0,0
1649693382,1199.22,1000.00,70.00,0,0,0
1649693388,1201.39,1000.00,70.00,0,0,0
1649693399,228.95,0,70.00,0,0,0
1649693404,225.19,0,70.00,0,0,0
1649693410,219.46,0,70.00,0,0,0
1649693415,220.10,0,70.00,0,0,0
1649693421,222.84,0,70.00,0,0,0
1649693426,220.62,0,70.00,0,0,0
1649693432,217.57,0,70.00,0,0,0
1649693437,221.96,0,70.00,0,0,0
1649693443,228.09,0,70.00,0,0,0
1649693448,218.07,0,70.00,0,0,0
1649693454,216.77,0,70.00,0,0,0
1649693460,216.84,0,70.00,0,0,0
1649693465,220.44,0,70.00,0,0,0
1649693471,217.72,0,70.00,0,0,0
1649693476,217.39,0,70.00,0,0,0
1649693482,220.56,0,70.00,0,0,0
1649693487,229.62,0,70.00,0,0,0
1649693493,220.87,0,70.00,0,0,0
1649693498,221.12,0,70.00,0,0,0
1649693509,267.81,0,70.00,0,0,0
1649693515,268.57,0,70.00,0,0,0
1649693520,267.84,0,70.00,0,0,0
1649693526,268.35,0,70.00,0,0,0
1649693531,269.28,0,70.00,0,0,0
1649693537,269.69,0,70.00,0,0,0
1649693543,281.33,0,70.00,0,0,0
1649693548,286.30,0,70.00,0,0,0
1649693554,279.69,0,70.00,0,0,0
1649693559,285.25,0,70.00,0,0,0
1649693565,283.26,0,70.00,0,0,0
1649693571,268.59,0,70.00,0,0,0
1649693576,294.52,0,70.00,0,0,0
1649693582,293.74,0,70.00,0,0,0
1649693587,286.33,0,70.00,0,0,0
1649693593,288.29,0,70.00,0,0,0
1649693598,281.14,0,70.00,0,0,0
1649693604,279.73,0,70.00,0,0,0
1649693609,278.40,0,70.00,0,0,0
1649693615,267.23,0,70.00,0,0,0
1649693621,261.35,0,70.00,0,0,0
1649693626,260.31,0,70.00,0,0,0
1649693632,260.09,0,70.00,0,0,0
1649693637,273.94,0,70.00,0,0,0
1649693643,284.41,0,70.00,0,0,0
1649693648,281.04,0,70.00,0,0,0
1649693654,276.47,0,70.00,0,0,0
1649693659,276.57,0,70.00,0,0,0
1649693665,266.58,0,70.00,0,0,0
1649693670,264.29,0,70.00,0,0,0
1649693676,266.47,0,70.00,0,0,0
1649693681,274.29,0,70.00,0,0,0
1649693687,259.69,0,70.00,0,0,0
1649693692,262.73,0,70.00,0,0,0
1649693698,265.97,0,70.00,0,0,0
1649693703,261.54,0,70.00,0,0,0
1649693709,274.20,0,70.00,0,0,0
1649693714,283.85,0,70.00,0,0,0
1649693720,279.16,0,70.00,0,0,0
1649693726,276.24,0,70.00,0,0,0
1649693731,271.80,0,70.00,0,0,0
1649693737,260.25,0,70.00,0,0,0
1649693742,260.65,0,70.00,0,0,0
1649693748,262.39,0,70.00,0,0,0
1649693753,263.26,0,70.00,0,0,0
1649693759,265.03,0,70.00,0,0,0
1649693764,259.58,0,70.00,0,0,0
1649693770,259.12,0,70.00,0,0,0
1649693775,258.82,0,70.00,0,0,0
1649693781,258.78,0,70.00,0,0,0
1649693786,263.11,0,70.00,0,0,0
1649693792,262.25,0,70.00,0,0,0
1649693797,260.45,0,70.00,0,0,0
1649693803,259.02,0,70.00,0,0,0
1649693808,263.25,0,70.00,0,0,0
1649693814,266.11,0,70.00,0,0,0
1649693819,264.22,0,70.00,0,0,0
1649693825,275.66,0,70.00,0,0,0
1649693830,263.85,0,70.00,0,0,0
1649693836,257.57,0,70.00,0,0,0
1649693841,256.22,0,70.00,0,0,0
1649693847,257.25,0,70.00,0,0,0
1649693852,256.64,0,70.00,0,0,0
1649693858,256.80,0,70.00,0,0,0
1649693863,261.20,0,70.00,0,0,0
1649693869,264.49,0,70.00,0,0,0
1649693874,265.56,0,70.00,0,0,0
1649693880,265.07,0,70.00,0,0,0
1649693885,263.10,0,70.00,0,0,0
1649693891,264.52,0,70.00,0,0,0
1649693896,253.76,0,70.00,0,0,0
1649693902,223.73,0,70.00,0,0,0
1649693907,215.42,0,70.00,0,0,0
1649693913,216.22,0,70.00,0,0,0
1649693918,215.82,0,70.00,0,0,0
1649693924,213.09,0,70.00,0,0,0
1649693929,213.26,0,70.00,0,0,0
1649693934,213.51,0,70.00,0,0,0
1649693940,213.44,0,70.00,0,0,0
1649693946,215.71,0,70.00,0,0,0
1649693951,216.18,0,70.00,0,0,0
1649693957,216.05,0,70.00,0,0,0
1649693962,219.08,0,70.00,0,0,0
1649693968,218.93,0,70.00,0,0,0
1649693973,221.20,0,70.00,0,0,0
1649693979,215.88,0,70.00,0,0,0
1649693984,217.14,0,70.00,0,0,0
1649693993,216.49,0,70.00,0,0,0
1649694002,215.91,0,70.00,0,0,0
1649694008,216.24,0,70.00,0,0,0
1649694013,216.01,0,70.00,0,0,0
1649694019,216.78,0,70.00,0,0,0
1649694024,215.62,0,70.00,0,0,0
1649694030,215.39,0,70.00,0,0,0
1649694035,215.28,0,70.00,0,0,0
1649694041,215.01,0,70.00,0,0,0
1649694046,215.41,0,70.00,0,0,0
1649694052,214.75,0,70.00,0,0,0
1649694057,215.22,0,70.00,0,0,0
1649694063,214.89,0,70.00,0,0,0
1649694068,215.14,0,70.00,0,0,0
1649694074,214.85,0,70.00,0,0,0
1649694079,214.38,0,70.00,0,0,0
1649694085,214.31,0,70.00,0,0,0
1649694090,214.00,0,70.00,0,0,0
1649694096,214.39,0,70.00,0,0,0
1649694102,213.47,0,70.00,0,0,0
1649694107,213.29,0,70.00,0,0,0
1649694113,217.68,0,70.00,0,0,0
1649694118,213.60,0,70.00,0,0,0
1649694124,213.45,0,70.00,0,0,0
1649694129,213.26,0,70.00,0,0,0
1649694135,213.61,0,70.00,0,0,0
1649694140,213.13,0,70.00,0,0,0
1649694146,214.01,0,70.00,0,0,0
1649694151,213.36,0,70.00,0,0,0
1649694157,213.83,0,70.00,0,0,0
1649694162,213.69,0,70.00,0,0,0
1649694168,214.35,0,70.00,0,0,0
1649694173,213.43,0,70.00,0,0,0
1649694179,214.15,0,70.00,0,0,0
1649694184,213.07,0,70.00,0,0,0
1649694189,213.05,0,70.00,0,0,0
1649694195,213.76,0,70.00,0,0,0
1649694200,212.00,0,70.00,0,0,0
1649694206,213.03,0,70.00,0,0,0
1649694211,212.99,0,70.00,0,0,0
1649694217,212.76,0,70.00,0,0,0
1649694222,212.90,0,70.00,0,0,0
1649694228,211.97,0,70.00,0,0,0
1649694233,212.79,0,70.00,0,0,0
1649694239,212.87,0,70.00,0,0,0
1649694244,212.89,0,70.00,0,0,0
1649694249,212.62,0,70.00,0,0,0
1649694255,216.23,0,70.00,0,0,0
1649694260,215.60,0,70.00,0,0,0
1649694266,212.36,0,70.00,0,0,0
1649694271,213.95,0,70.00,0,0,0
1649694277,212.57,0,70.00,0,0,0
1649694282,212.40,0,70.00,0,0,0
1649694288,212.66,0,70.00,0,0,0
1649694293,212.63,0,70.00,0,0,0
1649694299,212.68,0,70.00,0,0,0
1649694304,213.43,0,70.00,0,0,0
1649694310,213.95,0,70.00,0,0,0
1649694315,213.17,0,70.00,0,0,0
1649694321,212.99,0,70.00,0,0,0
1649694326,212.78,0,70.00,0,0,0
1649694332,212.14,0,70.00,0,0,0
1649694337,218.24,0,70.00,0,0,0
1649694343,222.86,0,70.00,0,0,0
1649694348,219.88,0,70.00,0,0,0
1649694354,225.17,0,70.00,0,0,0
1649694359,224.41,0,70.00,0,0,0
1649694365,213.27,0,70.00,0,0,0
1649694370,212.32,0,70.00,0,0,0
1649694376,221.80,0,70.00,0,0,0
1649694381,229.19,0,70.00,0,0,0
1649694387,223.26,0,70.00,0,0,0
1649694392,219.13,0,70.00,0,0,0
1649694398,221.87,0,70.00,0,0,0
1649694404,219.74,0,70.00,0,0,0
1649694409,218.90,0,70.00,0,0,0
1649694414,218.62,0,70.00,0,0,0
1649694420,224.46,0,70.00,0,0,0
1649694426,225.30,0,70.00,0,0,0
1649694431,217.61,0,70.00,0,0,0
1649694437,225.01,0,70.00,0,0,0
1649694442,218.92,0,70.00,0,0,0
1649694448,216.99,0,70.00,0,0,0
1649694453,213.94,0,70.00,0,0,0
1649694458,213.10,0,70.00,0,0,0
1649694464,213.04,0,70.00,0,0,0
1649694469,214.41,0,70.00,0,0,0
1649694475,217.06,0,70.00,0,0,0
1649694480,213.65,0,70.00,0,0,0
1649694486,214.79,0,70.00,0,0,0
1649694491,218.14,0,70.00,0,0,0
1649694497,227.86,0,70.00,0,0,0
1649694502,219.94,0,70.00,0,0,0
1649694508,223.06,0,70.00,0,0,0
1649694513,215.69,0,70.00,0,0,0
1649694519,213.56,0,70.00,0,0,0
1649694524,218.00,0,70.00,0,0,0
1649694530,220.43,0,70.00,0,0,0
1649694535,219.97,0,70.00,0,0,0
1649694541,219.11,0,70.00,0,0,0
1649694546,214.04,0,70.00,0,0,0
1649694552,218.58,0,70.00,0,0,0
1649694557,219.91,0,70.00,0,0,0
1649694563,219.80,0,70.00,0,0,0
1649694568,217.72,0,70.00,0,0,0
1649694574,218.57,0,70.00,0,0,0
1649694579,218.32,0,70.00,0,0,0
1649694585,220.70,0,70.00,0,0,0
