timestamp;2;3;5
1970-01-01 00:00:00;68.0;0.0;0.0
1970-01-01 00:00:01;0.0;0.0;0.0
1970-01-01 00:00:02;0.0;0.0;0.0
1970-01-01 00:00:03;0.0;0.0;0.0
1970-01-01 00:00:04;0.0;0.0;0.0
1970-01-01 00:00:05;0.0;0.0;0.0
1970-01-01 00:00:06;0.0;0.0;0.0
1970-01-01 00:00:07;0.0;0.0;0.0
1970-01-01 00:00:08;0.0;0.0;0.0
1970-01-01 00:00:09;0.0;0.0;0.0
1970-01-01 00:00:10;0.0;0.0;0.0
1970-01-01 00:00:11;0.0;0.0;0.0
1970-01-01 00:00:12;0.0;0.0;0.0
1970-01-01 00:00:13;0.0;0.0;0.0
1970-01-01 00:00:14;0.0;0.0;0.0
1970-01-01 00:00:15;0.0;0.0;0.0
1970-01-01 00:00:16;0.0;0.0;0.0
1970-01-01 00:00:17;0.0;0.0;0.0
1970-01-01 00:00:18;0.0;0.0;0.0
1970-01-01 00:00:19;0.0;0.0;0.0
1970-01-01 00:00:20;68.0;0.0;0.0
1970-01-01 00:00:21;68.0;0.0;0.0
1970-01-01 00:00:22;68.0;0.0;0.0
1970-01-01 00:00:23;68.0;0.0;0.0
1970-01-01 00:00:24;68.0;0.0;0.0
1970-01-01 00:00:25;68.0;0.0;0.0
1970-01-01 00:00:26;68.0;0.0;0.0
1970-01-01 00:00:27;68.0;0.0;0.0
1970-01-01 00:00:28;68.0;0.0;0.0
1970-01-01 00:00:29;68.0;0.0;0.0
1970-01-01 00:00:30;68.0;0.0;1857.0
1970-01-01 00:00:31;68.0;0.0;1857.0
1970-01-01 00:00:32;68.0;0.0;1857.0
1970-01-01 00:00:33;68.0;0.0;0.0
1970-01-01 00:00:34;68.0;0.0;0.0
1970-01-01 00:00:35;68.0;0.0;0.0
1970-01-01 00:00:36;68.0;0.0;0.0
1970-01-01 00:00:37;68.0;0.0;0.0
1970-01-01 00:00:38;68.0;0.0;0.0
1970-01-01 00:00:39;68.0;0.0;0.0
1970-01-01 00:00:40;68.0;0.0;1857.0
1970-01-01 00:00:41;68.0;0.0;1857.0
1970-01-01 00:00:42;68.0;0.0;1857.0
1970-01-01 00:00:43;68.0;0.0;1857.0
1970-01-01 00:00:44;68.0;0.0;1857.0
1970-01-01 00:00:45;68.0;0.0;1857.0
1970-01-01 00:00:46;68.0;0.0;1857.0
1970-01-01 00:00:47;68.0;0.0;1857.0
1970-01-01 00:00:48;68.0;0.0;1857.0
1970-01-01 00:00:49;68.0;0.0;1857.0
1970-01-01 00:00:50;68.0;0.0;1857.0
1970-01-01 00:00:51;68.0;0.0;1857.0
1970-01-01 00:00:52;68.0;0.0;1857.0
1970-01-01 00:00:53;68.0;0.0;1857.0
1970-01-01 00:00:54;68.0;0.0;1857.0
1970-01-01 00:00:55;68.0;0.0;1857.0
1970-01-01 00:00:56;68.0;0.0;1857.0
1970-01-01 00:00:57;68.0;0.0;1857.0
1970-01-01 00:00:58;68.0;0.0;1857.0
1970-01-01 00:00:59;68.0;0.0;1857.0
1970-01-01 00:01:00;0.0;0.0;0.0
1970-01-01 00:01:01;0.0;0.0;0.0
1970-01-01 00:01:02;0.0;0.0;0.0
1970-01-01 00:01:03;0.0;0.0;0.0
1970-01-01 00:01:04;0.0;0.0;0.0
1970-01-01 00:01:05;0.0;0.0;0.0
1970-01-01 00:01:06;0.0;0.0;0.0
1970-01-01 00:01:07;0.0;0.0;0.0
1970-01-01 00:01:08;0.0;0.0;0.0
1970-01-01 00:01:09;0.0;0.0;0.0
1970-01-01 00:01:10;0.0;0.0;0.0
1970-01-01 00:01:11;0.0;0.0;0.0
1970-01-01 00:01:12;0.0;0.0;0.0
1970-01-01 00:01:13;0.0;0.0;0.0
1970-01-01 00:01:14;0.0;0.0;0.0
1970-01-01 00:01:15;0.0;0.0;0.0
1970-01-01 00:01:16;0.0;0.0;0.0
1970-01-01 00:01:17;68.0;0.0;0.0
1970-01-01 00:01:18;68.0;0.0;0.0
1970-01-01 00:01:19;68.0;0.0;0.0
1970-01-01 00:01:20;68.0;0.0;0.0
1970-01-01 00:01:21;68.0;0.0;0.0
1970-01-01 00:01:22;68.0;0.0;0.0
1970-01-01 00:01:23;68.0;0.0;0.0
1970-01-01 00:01:24;68.0;0.0;0.0
1970-01-01 00:01:25;68.0;0.0;0.0
1970-01-01 00:01:26;68.0;0.0;0.0
1970-01-01 00:01:27;68.0;0.0;0.0
1970-01-01 00:01:28;68.0;0.0;0.0
1970-01-01 00:01:29;68.0;0.0;0.0
1970-01-01 00:01:30;68.0;0.0;0.0
1970-01-01 00:01:31;68.0;0.0;0.0
1970-01-01 00:01:32;68.0;0.0;0.0
1970-01-01 00:01:33;68.0;0.0;0.0
1970-01-01 00:01:34;68.0;0.0;0.0
1970-01-01 00:01:35;68.0;0.0;0.0
1970-01-01 00:01:36;68.0;1262.0;0.0
1970-01-01 00:01:37;68.0;1262.0;0.0
1970-01-01 00:01:38;68.0;1262.0;0.0
1970-01-01 00:01:39;68.0;1262.0;0.0
1970-01-01 00:01:40;68.0;1262.0;0.0
1970-01-01 00:01:41;68.0;1262.0;0.0
1970-01-01 00:01:42;68.0;1262.0;0.0
1970-01-01 00:01:43;68.0;1262.0;0.0
1970-01-01 00:01:44;68.0;1262.0;0.0
1970-01-01 00:01:45;68.0;1262.0;0.0
1970-01-01 00:01:46;68.0;1262.0;1857.0
1970-01-01 00:01:47;68.0;1262.0;1857.0
1970-01-01 00:01:48;68.0;1262.0;1857.0
1970-01-01 00:01:49;68.0;1262.0;1857.0
1970-01-01 00:01:50;68.0;1262.0;1857.0
1970-01-01 00:01:51;68.0;1262.0;1857.0
1970-01-01 00:01:52;68.0;1262.0;0.0
1970-01-01 00:01:53;68.0;1262.0;0.0
1970-01-01 00:01:54;68.0;1262.0;0.0
1970-01-01 00:01:55;68.0;1262.0;0.0
1970-01-01 00:01:56;68.0;1262.0;0.0
1970-01-01 00:01:57;68.0;1262.0;0.0
1970-01-01 00:01:58;68.0;1262.0;0.0
1970-01-01 00:01:59;68.0;1262.0;0.0
1970-01-01 00:02:00;68.0;1262.0;0.0
1970-01-01 00:02:01;68.0;1262.0;0.0
